timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2018-04-09T00:00:00.000Z";"2018-04-09T23:59:59.999Z";"2018-04-09T09:09:26.000Z";"2018-04-09T20:24:27.000Z";"2781";7044.3198242188;7178.1098632813;6661.990234375;6770.7299804688;4894060032;114886335694;"2018-04-09T23:59:59.999Z"
"2018-04-08T00:00:00.000Z";"2018-04-08T23:59:59.999Z";"2018-04-08T12:24:26.000Z";"2018-04-08T00:04:27.000Z";"2781";6919.9799804688;7111.5600585938;6919.9799804688;7023.5200195313;3652499968;119162880482;"2018-04-08T23:59:59.999Z"
"2018-04-07T00:00:00.000Z";"2018-04-07T23:59:59.999Z";"2018-04-07T16:39:27.000Z";"2018-04-07T00:04:27.000Z";"2781";6630.509765625;7050.5400390625;6630.509765625;6911.08984375;3976610048;117241368688;"2018-04-07T23:59:59.999Z"
"2018-04-06T00:00:00.000Z";"2018-04-06T23:59:59.999Z";"2018-04-06T05:14:28.000Z";"2018-04-06T11:04:27.000Z";"2781";6815.9599609375;6857.490234375;6575;6636.3198242188;3766810112;112565173568;"2018-04-06T23:59:59.999Z"
"2018-04-05T00:00:00.000Z";"2018-04-05T23:59:59.999Z";"2018-04-05T09:09:25.000Z";"2018-04-05T01:59:27.000Z";"2781";6848.6499023438;6933.8198242188;6644.7998046875;6811.4702148438;5639320064;115524404354;"2018-04-05T23:59:59.999Z"
"2018-04-04T00:00:00.000Z";"2018-04-04T23:59:59.999Z";"2018-04-04T00:54:28.000Z";"2018-04-04T22:49:27.000Z";"2781";7456.41015625;7469.8798828125;6803.8798828125;6853.83984375;4936000000;116229557118;"2018-04-04T23:59:59.999Z"
"2018-04-03T00:00:00.000Z";"2018-04-03T23:59:59.999Z";"2018-04-03T19:39:28.000Z";"2018-04-03T01:49:27.000Z";"2781";7102.259765625;7530.9399414063;7072.490234375;7456.1098632813;5499700224;126429245883;"2018-04-03T23:59:59.999Z"
"2018-04-02T00:00:00.000Z";"2018-04-02T23:59:59.999Z";"2018-04-02T11:34:27.000Z";"2018-04-02T00:24:27.000Z";"2781";6844.8598632813;7135.4702148438;6816.580078125;7083.7998046875;4333440000;120101932910;"2018-04-02T23:59:59.999Z"
"2018-04-01T00:00:00.000Z";"2018-04-01T23:59:59.999Z";"2018-04-01T01:54:26.000Z";"2018-04-01T15:59:27.000Z";"2781";7003.0600585938;7060.9501953125;6526.8701171875;6844.2299804688;4532100096;116026809075;"2018-04-01T23:59:59.999Z"
"2018-03-31T00:00:00.000Z";"2018-03-31T23:59:59.999Z";"2018-03-31T12:49:26.000Z";"2018-03-31T07:09:27.000Z";"2781";6892.4799804688;7207.8500976563;6863.5200195313;6973.5297851563;4553269760;118204645927;"2018-03-31T23:59:59.999Z"
