timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2021-04-08T00:00:00.000Z";"2021-04-08T23:59:59.999Z";"2021-04-08T23:49:03.000Z";"2021-04-08T00:08:03.000Z";"2781";56099.91311078;58338.73822544;55879.08419515;58323.95357975;53053855641.35;1089334328138.76;"2021-04-08T23:59:59.999Z"
"2021-04-07T00:00:00.000Z";"2021-04-07T23:59:59.999Z";"2021-04-07T06:04:03.000Z";"2021-04-07T19:21:08.000Z";"2781";58186.50853398;58731.14290107;55604.02359245;56048.93781271;75645303583.61;1046793054752.58;"2021-04-07T23:59:59.999Z"
"2021-04-06T00:00:00.000Z";"2021-04-06T23:59:59.999Z";"2021-04-06T01:02:03.000Z";"2021-04-06T14:32:03.000Z";"2781";59171.93202224;59479.57855171;57646.80889002;58192.35868406;66058027987.88;1086769183294.56;"2021-04-06T23:59:59.999Z"
"2021-04-05T00:00:00.000Z";"2021-04-05T23:59:59.999Z";"2021-04-05T16:04:03.000Z";"2021-04-05T06:26:03.000Z";"2781";58760.87326121;59891.2969082;57694.82602134;59057.87896588;60706272114.62;1102880790089.18;"2021-04-05T23:59:59.999Z"
"2021-04-04T00:00:00.000Z";"2021-04-04T23:59:59.999Z";"2021-04-04T14:08:03.000Z";"2021-04-04T01:06:03.000Z";"2781";57604.83861776;58913.74779189;57168.67578229;58758.55629127;50749662969.7;1097232660348.16;"2021-04-04T23:59:59.999Z"
"2021-04-03T00:00:00.000Z";"2021-04-03T23:59:59.999Z";"2021-04-03T08:16:03.000Z";"2021-04-03T23:59:03.000Z";"2781";59397.40846193;60110.26846076;57603.88917376;57603.88917376;59641344483.62;1075617261180.33;"2021-04-03T23:59:59.999Z"
"2021-04-02T00:00:00.000Z";"2021-04-02T23:59:59.999Z";"2021-04-02T02:37:03.000Z";"2021-04-02T00:56:03.000Z";"2781";59098.87907036;60267.18765009;58869.27996831;59384.3133586;58727860620.12;1108813863082.86;"2021-04-02T23:59:59.999Z"
"2021-04-01T00:00:00.000Z";"2021-04-01T23:59:59.999Z";"2021-04-01T08:29:03.000Z";"2021-04-01T11:26:03.000Z";"2781";58926.56414734;59586.0722493;58505.27905354;59095.80797806;61669163792.39;1103377830758.3;"2021-04-01T23:59:59.999Z"
"2021-03-31T00:00:00.000Z";"2021-03-31T23:59:59.999Z";"2021-03-31T06:57:03.000Z";"2021-03-31T08:09:03.000Z";"2781";58930.27778393;59930.02716002;57726.41877444;58918.83271375;65520826225.39;1100016786762.56;"2021-03-31T23:59:59.999Z"
"2021-03-30T00:00:00.000Z";"2021-03-30T23:59:59.999Z";"2021-03-30T12:09:03.000Z";"2021-03-30T04:05:03.000Z";"2781";57750.13284273;59447.22403098;57251.5506051;58917.6930451;54414116432.02;1099939890804.41;"2021-03-30T23:59:59.999Z"
"2021-03-29T00:00:00.000Z";"2021-03-29T23:59:59.999Z";"2021-03-29T12:13:03.000Z";"2021-03-29T05:44:03.000Z";"2781";55947.8989665;58342.09641112;55139.34175909;57750.19987147;57625587027.04;1078088296476.71;"2021-03-29T23:59:59.999Z"
"2021-03-28T00:00:00.000Z";"2021-03-28T23:59:59.999Z";"2021-03-28T09:13:03.000Z";"2021-03-28T19:19:03.000Z";"2781";55974.94118696;56610.31196825;55071.11199378;55950.7457745;47686580917.99;1044446559059.06;"2021-03-28T23:59:59.999Z"
"2021-03-27T00:00:00.000Z";"2021-03-27T23:59:59.999Z";"2021-03-27T22:02:03.000Z";"2021-03-27T12:53:03.000Z";"2781";55137.56723702;56568.2160496;54242.90967619;55973.51084173;47266542233.37;1044814147411.6;"2021-03-27T23:59:59.999Z"
"2021-03-26T00:00:00.000Z";"2021-03-26T23:59:59.999Z";"2021-03-26T23:59:03.000Z";"2021-03-26T00:01:03.000Z";"2781";51683.0100897;55137.31372578;51579.85505711;55137.31372578;56652197977.51;1029150697411.15;"2021-03-26T23:59:59.999Z"
"2021-03-25T00:00:00.000Z";"2021-03-25T23:59:59.999Z";"2021-03-25T06:22:03.000Z";"2021-03-25T12:40:03.000Z";"2781";52726.7455686;53392.38600133;50856.5686854;51704.1619252;67999812841.02;965028762665.7;"2021-03-25T23:59:59.999Z"
"2021-03-24T00:00:00.000Z";"2021-03-24T23:59:59.999Z";"2021-03-24T13:38:03.000Z";"2021-03-24T22:26:06.000Z";"2781";54710.48908407;57262.38293272;52514.33339864;52774.26369049;70567223786.51;984948142897.89;"2021-03-24T23:59:59.999Z"
"2021-03-23T00:00:00.000Z";"2021-03-23T23:59:59.999Z";"2021-03-23T18:31:05.000Z";"2021-03-23T06:25:03.000Z";"2781";54511.66203198;55985.44014058;53470.6933802;54738.94493032;56435023913.75;1021563479682.18;"2021-03-23T23:59:59.999Z"
"2021-03-22T00:00:00.000Z";"2021-03-22T23:59:59.999Z";"2021-03-22T10:22:03.000Z";"2021-03-22T22:07:03.000Z";"2781";57517.89148833;58471.47864713;54288.1580282;54529.14561107;56521454974.29;1017595269117.06;"2021-03-22T23:59:59.999Z"
"2021-03-21T00:00:00.000Z";"2021-03-21T23:59:59.999Z";"2021-03-21T00:35:03.000Z";"2021-03-21T10:02:03.000Z";"2781";58309.91303265;58767.89678899;56005.61700987;57523.42098673;51943414539.37;1073417235408.43;"2021-03-21T23:59:59.999Z"
"2021-03-20T00:00:00.000Z";"2021-03-20T23:59:59.999Z";"2021-03-20T13:25:04.000Z";"2021-03-20T00:13:03.000Z";"2781";58332.26220538;60031.2869743;58213.29736375;58313.64260857;50361731221.71;1088105221977.52;"2021-03-20T23:59:59.999Z"
"2021-03-19T00:00:00.000Z";"2021-03-19T23:59:59.999Z";"2021-03-19T20:19:03.000Z";"2021-03-19T00:25:03.000Z";"2781";57850.44063985;59498.37646021;56643.70148588;58346.65297359;49063873785.5;1088666450746.46;"2021-03-19T23:59:59.999Z"
"2021-03-18T00:00:00.000Z";"2021-03-18T23:59:59.999Z";"2021-03-18T16:40:04.000Z";"2021-03-18T13:34:03.000Z";"2781";58893.078058;60116.24964434;54253.58000473;57858.92070527;55746041000.38;1079511086884.33;"2021-03-18T23:59:59.999Z"
"2021-03-17T00:00:00.000Z";"2021-03-17T23:59:59.999Z";"2021-03-17T22:16:08.000Z";"2021-03-17T12:16:04.000Z";"2781";56825.82889756;58969.81634559;54528.62716687;58870.89333325;60258313191.17;1098337655326.54;"2021-03-17T23:59:59.999Z"
"2021-03-16T00:00:00.000Z";"2021-03-16T23:59:59.999Z";"2021-03-16T22:26:34.000Z";"2021-03-16T01:07:38.000Z";"2781";55840.78651437;56833.17978025;53555.02773503;56804.90123161;59749798598.67;1059745818423.03;"2021-03-16T23:59:59.999Z"
"2021-03-15T00:00:00.000Z";"2021-03-15T23:59:59.999Z";"2021-03-15T04:04:38.000Z";"2021-03-15T12:22:38.000Z";"2781";59267.4290492;60540.99271158;55393.16536281;55907.20022619;66419369889.68;1042946024859.64;"2021-03-15T23:59:59.999Z"
"2021-03-14T00:00:00.000Z";"2021-03-14T23:59:59.999Z";"2021-03-14T00:28:38.000Z";"2021-03-14T23:59:38.000Z";"2781";61221.13429704;61597.91839583;59302.31697742;59302.31697742;43901225563.85;1106226132524.59;"2021-03-14T23:59:59.999Z"
"2021-03-13T00:00:00.000Z";"2021-03-13T23:59:59.999Z";"2021-03-13T20:44:38.000Z";"2021-03-13T01:28:40.000Z";"2781";57343.37024739;61683.86401412;56217.97238151;61243.08476552;60669829814.23;1142369158666.94;"2021-03-13T23:59:59.999Z"
"2021-03-12T00:00:00.000Z";"2021-03-12T23:59:59.999Z";"2021-03-12T00:04:38.000Z";"2021-03-12T13:33:39.000Z";"2781";57821.21874746;57996.61948977;55376.6500885;57332.08896391;55689944702.29;1069366321843.62;"2021-03-12T23:59:59.999Z"
"2021-03-11T00:00:00.000Z";"2021-03-11T23:59:59.999Z";"2021-03-11T23:07:53.000Z";"2021-03-11T08:20:55.000Z";"2781";55963.18008858;58091.0627026;54484.59308946;57805.12301924;56772343594.84;1078135604117.97;"2021-03-11T23:59:59.999Z"
"2021-03-10T00:00:00.000Z";"2021-03-10T23:59:59.999Z";"2021-03-10T19:22:48.000Z";"2021-03-10T05:14:37.000Z";"2781";54824.01119917;57258.25497592;53290.89116852;56008.54940114;57295577613.75;1044580057477.4;"2021-03-10T23:59:59.999Z"
"2021-03-09T00:00:00.000Z";"2021-03-09T23:59:59.999Z";"2021-03-09T23:59:38.000Z";"2021-03-09T00:58:37.000Z";"2781";52272.96978194;54824.11781138;51981.83131223;54824.11781138;50912227384.88;1022439972862.18;"2021-03-09T23:59:59.999Z"
