timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2023-03-16T00:00:00.000Z";"2023-03-16T23:59:59.999Z";"2023-03-16T19:26:00.000Z";"2023-03-16T01:20:00.000Z";"2781";24373.4566170173;25190.3269844926;24225.1109586283;25052.789721748;33866061746.62;484005642386.83;"2023-03-16T23:59:59.999Z"
"2023-03-15T00:00:00.000Z";"2023-03-15T23:59:59.999Z";"2023-03-15T13:23:00.000Z";"2023-03-15T17:05:00.000Z";"2781";24770.925668703;25240.6158183485;23964.909846877;24375.9613578312;43655701450.2;470908667056.64;"2023-03-15T23:59:59.999Z"
"2023-03-14T00:00:00.000Z";"2023-03-14T23:59:59.999Z";"2023-03-14T13:05:00.000Z";"2023-03-14T00:15:00.000Z";"2781";24201.7660061459;26514.7171655285;24081.1826516623;24746.0746588477;54622230163.97;478037073214.71;"2023-03-14T23:59:59.999Z"
"2023-03-13T00:00:00.000Z";"2023-03-13T23:59:59.999Z";"2023-03-13T15:32:00.000Z";"2023-03-13T10:19:00.000Z";"2781";22156.4066753221;24550.8374857613;21918.19993089;24197.5329977753;49466362688.47;467417380966.85;"2023-03-13T23:59:59.999Z"
"2023-03-12T00:00:00.000Z";"2023-03-12T23:59:59.999Z";"2023-03-12T23:58:00.000Z";"2023-03-12T07:49:00.000Z";"2781";20628.0290344583;22185.0311108771;20448.8062610768;22163.949951915;29279035521.01;428114557464.91;"2023-03-12T23:59:59.999Z"
"2023-03-11T00:00:00.000Z";"2023-03-11T23:59:59.999Z";"2023-03-11T05:59:00.000Z";"2023-03-11T12:56:00.000Z";"2781";20187.8770747332;20792.5256924445;20068.6603124152;20632.4096293926;30180288175.61;398509689462.45;"2023-03-11T23:59:59.999Z"
"2023-03-10T00:00:00.000Z";"2023-03-10T23:59:59.999Z";"2023-03-10T00:03:00.000Z";"2023-03-10T11:25:00.000Z";"2781";20367.0017771358;20370.595398116;19628.2543094205;20187.2436476163;39578257695.31;389890609883.9;"2023-03-10T23:59:59.999Z"
"2023-03-09T00:00:00.000Z";"2023-03-09T23:59:59.999Z";"2023-03-09T03:42:00.000Z";"2023-03-09T21:01:00.000Z";"2781";21720.0793175611;21802.7166811718;20210.3067467507;20363.0211117254;30364664170.83;393268847887.5;"2023-03-09T23:59:59.999Z"
"2023-03-08T00:00:00.000Z";"2023-03-08T23:59:59.999Z";"2023-03-08T00:23:00.000Z";"2023-03-08T23:43:00.000Z";"2781";22216.4423211022;22268.8962521879;21708.0505060405;21718.0798304321;22536575684.49;419421447158.25;"2023-03-08T23:59:59.999Z"
"2023-03-07T00:00:00.000Z";"2023-03-07T23:59:59.999Z";"2023-03-07T03:07:00.000Z";"2023-03-07T21:25:00.000Z";"2781";22428.3223896888;22527.4186416807;22011.2624966569;22219.7690709418;22765452203.97;429090671120;"2023-03-07T23:59:59.999Z"
"2023-03-06T00:00:00.000Z";"2023-03-06T23:59:59.999Z";"2023-03-06T16:05:00.000Z";"2023-03-06T05:07:00.000Z";"2781";22436.8167758974;22584.2938087023;22331.3148283697;22429.7575333463;17353192895.19;433122543176.49;"2023-03-06T23:59:59.999Z"
"2023-03-05T00:00:00.000Z";"2023-03-05T23:59:59.999Z";"2023-03-05T01:49:00.000Z";"2023-03-05T02:41:00.000Z";"2781";22354.1435981558;22613.685230682;22307.1433134221;22435.5141969735;13317001732.58;433216160786.45;"2023-03-05T23:59:59.999Z"
"2023-03-04T00:00:00.000Z";"2023-03-04T23:59:59.999Z";"2023-03-04T06:35:00.000Z";"2023-03-04T20:49:00.000Z";"2781";22362.9230267909;22405.1769535758;22198.9810093926;22353.3500739307;11166012913.03;431607268094.04;"2023-03-04T23:59:59.999Z"
"2023-03-03T00:00:00.000Z";"2023-03-03T23:59:59.999Z";"2023-03-03T00:04:00.000Z";"2023-03-03T21:22:00.000Z";"2781";23476.6337312584;23479.3480937656;22213.2375937663;22362.6793319333;26062404610.39;431765463285.53;"2023-03-03T23:59:59.999Z"
"2023-03-02T00:00:00.000Z";"2023-03-02T23:59:59.999Z";"2023-03-02T00:24:00.000Z";"2023-03-02T14:23:00.000Z";"2781";23647.0194731298;23739.1380767792;23245.0214332402;23475.4667376623;20386398516.25;453226586695.74;"2023-03-02T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-01T23:59:59.999Z";"2023-03-01T09:01:00.000Z";"2023-03-01T00:57:00.000Z";"2781";23150.9299581785;23880.6324628676;23088.6266999013;23646.549899145;24662841199.56;456508161672.8;"2023-03-01T23:59:59.999Z"
"2023-02-28T00:00:00.000Z";"2023-02-28T23:59:59.999Z";"2023-02-28T16:10:00.000Z";"2023-02-28T21:44:00.000Z";"2781";23521.8388223949;23585.3840695392;23077.6503704068;23147.3533899085;20535363433.98;446846764116.35;"2023-02-28T23:59:59.999Z"
"2023-02-27T00:00:00.000Z";"2023-02-27T23:59:59.999Z";"2023-02-27T15:11:00.000Z";"2023-02-27T18:35:00.000Z";"2781";23561.4506815245;23857.8911252628;23205.8792453501;23522.871914506;22660763494.22;454075216419.73;"2023-02-27T23:59:59.999Z"
"2023-02-26T00:00:00.000Z";"2023-02-26T23:59:59.999Z";"2023-02-26T20:46:00.000Z";"2023-02-26T02:20:00.000Z";"2781";23174.1507687151;23654.3673746458;23084.2216397241;23561.2129109163;16644534841.91;454795165822.83;"2023-02-26T23:59:59.999Z"
"2023-02-25T00:00:00.000Z";"2023-02-25T23:59:59.999Z";"2023-02-25T00:31:00.000Z";"2023-02-25T20:50:00.000Z";"2781";23200.1258534291;23210.2110723344;22861.5586648141;23175.3756358425;16100721565.07;447323985682.72;"2023-02-25T23:59:59.999Z"
"2023-02-24T00:00:00.000Z";"2023-02-24T23:59:59.999Z";"2023-02-24T01:19:00.000Z";"2023-02-24T19:46:00.000Z";"2781";23946.0078636716;24103.7044834567;23007.071326645;23198.1274878832;26811744927.57;447747058643.64;"2023-02-24T23:59:59.999Z"
"2023-02-23T00:00:00.000Z";"2023-02-23T23:59:59.999Z";"2023-02-23T03:05:00.000Z";"2023-02-23T12:08:00.000Z";"2781";24190.7189835462;24572.0894214544;23693.9194852587;23947.492523176;30476264066;462189287816.46;"2023-02-23T23:59:59.999Z"
"2023-02-22T00:00:00.000Z";"2023-02-22T23:59:59.999Z";"2023-02-22T00:10:00.000Z";"2023-02-22T17:16:00.000Z";"2781";24437.4184799228;24472.3397572186;23644.3177157894;24188.8429766943;30199996780.9;466821375594.42;"2023-02-22T23:59:59.999Z"
"2023-02-21T00:00:00.000Z";"2023-02-21T23:59:59.999Z";"2023-02-21T08:30:00.000Z";"2023-02-21T22:06:00.000Z";"2781";24833.0489142974;25126.851685722;24200.3641163385;24436.354484576;31252098713.68;471577656114.25;"2023-02-21T23:59:59.999Z"
"2023-02-20T00:00:00.000Z";"2023-02-20T23:59:59.999Z";"2023-02-20T15:10:00.000Z";"2023-02-20T01:16:00.000Z";"2781";24336.6233404821;25020.4595125254;23927.9092534735;24829.1475699492;28987376572.9;479132405758.14;"2023-02-20T23:59:59.999Z"
"2023-02-19T00:00:00.000Z";"2023-02-19T23:59:59.999Z";"2023-02-19T16:16:00.000Z";"2023-02-19T23:59:00.000Z";"2781";24640.0272214209;25093.0551495442;24327.6416722827;24327.6416722827;25555105669.92;469431477134.26;"2023-02-19T23:59:59.999Z"
"2023-02-18T00:00:00.000Z";"2023-02-18T23:59:59.999Z";"2023-02-18T18:16:00.000Z";"2023-02-18T11:01:00.000Z";"2781";24565.2959998509;24798.8355706509;24468.3736308589;24641.2769484258;19625427157.74;475459130854.86;"2023-02-18T23:59:59.999Z"
"2023-02-17T00:00:00.000Z";"2023-02-17T23:59:59.999Z";"2023-02-17T20:26:00.000Z";"2023-02-17T00:04:00.000Z";"2781";23621.2824942638;24924.0400603084;23460.7560266313;24565.6019889467;41358451254.72;473972409615.04;"2023-02-17T23:59:59.999Z"
"2023-02-16T00:00:00.000Z";"2023-02-16T23:59:59.999Z";"2023-02-16T16:06:00.000Z";"2023-02-16T23:55:00.000Z";"2781";24307.3501977993;25134.1173501961;23602.522501391;23623.4744808063;39316664596.38;455770787833.36;"2023-02-16T23:59:59.999Z"
"2023-02-15T00:00:00.000Z";"2023-02-15T23:59:59.999Z";"2023-02-15T23:59:00.000Z";"2023-02-15T02:52:00.000Z";"2781";22220.5853384745;24307.8413284844;22082.7690807679;24307.8413284844;32483312909.3;468947166603.22;"2023-02-15T23:59:59.999Z"
"2023-02-14T00:00:00.000Z";"2023-02-14T23:59:59.999Z";"2023-02-14T15:16:00.000Z";"2023-02-14T14:33:00.000Z";"2781";21801.8231464442;22293.1400934501;21632.3939838592;22220.8041436975;26792596580.6;428662088256.18;"2023-02-14T23:59:59.999Z"
