timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2015-04-08T00:00:00.000Z";"2015-04-08T23:59:59.999Z";"2015-04-08T09:39:21.000Z";"2015-04-08T20:04:19.000Z";"2781";253.0639953613;253.8470001221;244.2149963379;245.0220031738;30086400;3438326344.95;"2015-04-08T23:59:59.999Z"
"2015-04-07T00:00:00.000Z";"2015-04-07T23:59:59.999Z";"2015-04-07T00:54:20.000Z";"2015-04-07T04:14:22.000Z";"2781";255.2740020752;255.8049926758;252.2050018311;253.1799926758;18467400;3552014128;"2015-04-07T23:59:59.999Z"
"2015-04-06T00:00:00.000Z";"2015-04-06T23:59:59.999Z";"2015-04-06T02:34:22.000Z";"2015-04-06T18:09:21.000Z";"2781";260.7210083008;261.7980041504;254.5749969482;255.4920043945;20034200;3583466919;"2015-04-06T23:59:59.999Z"
"2015-04-05T00:00:00.000Z";"2015-04-05T23:59:59.999Z";"2015-04-05T23:24:22.000Z";"2015-04-05T08:24:21.000Z";"2781";253.7610015869;260.674987793;251.9420013428;260.5979919434;19649200;3654268029.75;"2015-04-05T23:59:59.999Z"
"2015-04-04T00:00:00.000Z";"2015-04-04T23:59:59.999Z";"2015-04-04T02:04:21.000Z";"2015-04-04T09:09:21.000Z";"2781";254.2910003662;255.2579956055;251.1000061035;253.6970062256;12493500;3556559215.72;"2015-04-04T23:59:59.999Z"
"2015-04-03T00:00:00.000Z";"2015-04-03T23:59:59.999Z";"2015-04-03T10:34:21.000Z";"2015-04-03T05:39:21.000Z";"2781";253.074005127;256.0429992676;251.8789978027;254.3220062256;23146600;3564354620.25;"2015-04-03T23:59:59.999Z"
"2015-04-02T00:00:00.000Z";"2015-04-02T23:59:59.999Z";"2015-04-02T19:24:22.000Z";"2015-04-02T08:14:21.000Z";"2781";247.0890045166;254.4609985352;245.4160003662;253.0050048828;26272600;3544973232.38;"2015-04-02T23:59:59.999Z"
"2015-04-01T00:00:00.000Z";"2015-04-01T23:59:59.999Z";"2015-04-01T23:49:19.000Z";"2015-04-01T10:39:21.000Z";"2781";244.2230072021;247.5410003662;241.1600036621;247.2720031738;22877200;3463619267.4;"2015-04-01T23:59:59.999Z"
"2015-03-31T00:00:00.000Z";"2015-03-31T23:59:59.999Z";"2015-03-31T03:09:21.000Z";"2015-03-31T13:34:22.000Z";"2781";247.453994751;248.7299957275;242.7389984131;244.2239990234;22672000;3420112896;"2015-03-31T23:59:59.999Z"
"2015-03-30T00:00:00.000Z";"2015-03-30T23:59:59.999Z";"2015-03-30T19:19:22.000Z";"2015-03-30T02:04:26.000Z";"2781";242.8789978027;249.2420043945;239.2140045166;247.5260009766;23009600;3465419693.35;"2015-03-30T23:59:59.999Z"
